id,date,stick.up,level.mbtoc,comment
QSG09-602,40898,1.14,28.35,
QSG09-602,40920,1.14,28.37,
QSG09-602,40950,1.14,28.39,
QSG09-602,40990,1.14,28.36,
QSG09-602,41011,1.14,28.36,
QSG09-602,41015,1.14,28.36,
QSG09-602,41041,1.14,28.36,
QSG09-602,41064,1.14,28.36,
QSG09-602,41072,1.14,28.36,
QSG09-602,41090,1.14,28.36,
QSG09-602,41120,1.14,28.35,
QSG09-602,41149,1.14,28.35,
QSG09-602,41179,1.14,28.29,
QSG09-602,41199,1.14,28.36,
QSG09-602,41233,1.14,28.38,
QSG09-602,41257,1.14,28.38,
QSG09-602,41374,1.14,28.35,
QSG09-602,41419,1.14,28.39,
QSG09-602,41448,1.14,28.38,
QSG09-602,41726,1.12,28.39,
QSG09-602,41754,1.12,27.67,
QSG09-602,41783,1.12,27.73,
QSG09-602,41812,1.12,27.76,
QSG09-602,41848,1.12,27.81,
QSG09-602,41875,1.12,27.85,
QSG09-602,41909,1.12,27.87,
QSG09-602,41981,1.12,27.92,
QSG09-602,42012,1.12,27.98,
QSG09-602,42043,1.12,28.01,
QSG09-602,42066,1.12,27.84,
QSG09-602,42097,1.12,27.91,
QSG09-602,42145,1.12,28.06,
QSG09-602,42157,1.12,28.07,
QSG09-602,42204,1.18,27.88,
QSG09-602,42228,1.18,27.93,
Pozo monitoreo 1,42081,0,23.28,
Pozo monitoreo 1,42089,0,22.32,
Pozo monitoreo 1,42094,0,20.79,
Pozo monitoreo 1,42096,0,21.65,
Pozo monitoreo 1,42100,0,21.17,
Pozo monitoreo 1,42103,0,20.8,
Pozo monitoreo 1,42107,0,20.53,
Pozo monitoreo 1,42114,0,19.99,
Pozo monitoreo 1,42117,0,19.27,
Pozo monitoreo 1,42121,0,14.84,
Pozo monitoreo 1,42122,0,14.25,
Pozo monitoreo 1,42123,0,13.89,
Pozo monitoreo 1,42124,0,13.53,
Pozo monitoreo 1,42128,0,12.39,
Pozo monitoreo 1,42129,0,12.16,
Pozo monitoreo 1,42130,0,11.78,
Pozo monitoreo 1,42131,0,11.11,
Pozo monitoreo 1,42135,0,10.83,
Pozo monitoreo 1,42137,0,10.53,
Pozo monitoreo 1,42139,0,10.23,
Pozo monitoreo 1,42142,0,9.96,
Pozo monitoreo 1,42144,0,10.72,
Pozo monitoreo 1,42146,0,9.82,
Pozo monitoreo 1,42149,0,8.75,
Pozo monitoreo 1,42151,0,8.67,
Pozo monitoreo 1,42154,0,8.43,
Pozo monitoreo 1,42156,0,8.1,
Pozo monitoreo 1,42158,0,7.88,
Pozo monitoreo 1,42160,0,7.62,
Pozo monitoreo 1,42162,0,7.51,
Pozo monitoreo 1,42164,0,7.39,
Pozo monitoreo 1,42165,0,7.29,
Pozo monitoreo 1,42170,0,7.17,
Pozo monitoreo 1,42172,0,7.13,
Pozo monitoreo 1,42175,0,7.06,
Pozo monitoreo 1,42177,0,6.95,
Pozo monitoreo 1,42179,0,6.95,
Pozo monitoreo 1,42181,0,6.85,
Pozo monitoreo 1,42185,0,6.78,
Pozo monitoreo 1,42186,0,6.79,
Pozo monitoreo 1,42187,0,6.76,
Pozo monitoreo 1,42191,0,6.64,
Pozo monitoreo 1,42193,0,6.56,
Pozo monitoreo 1,42198,0,6.4,
Pozo monitoreo 1,42200,0,6.35,
Pozo monitoreo 1,42202,0,6.27,
Pozo monitoreo 1,42204,0,6.25,
Pozo monitoreo 1,42205,0,6.16,
Pozo monitoreo 1,42207,0,6.19,
Pozo monitoreo 1,42212,0,6.03,
Pozo monitoreo 1,42214,0,5.92,
Pozo monitoreo 1,42216,0,4.58,
Pozo monitoreo 1,42219,0,5.83,
Pozo monitoreo 1,42221,0,5.78,
Pozo monitoreo 1,42226,0,5.63,
Pozo monitoreo 1,42228,0,5.58,
Pozo monitoreo 1,42247,0,6.1,
Pozo monitoreo 1,42248,0,6.13,
Pozo monitoreo 1,42249,0,6.05,
Pozo monitoreo 1,42254,0,5.8,
Pozo monitoreo 1,42256,0,5.92,
Pozo monitoreo 1,42258,0,5.85,
Pozo monitoreo 1,42268,0,5.36,
Pozo monitoreo 1,42271,0,5.3,
Pozo monitoreo 1,42272,0,5.28,
Pozo monitoreo 1,42275,0,5.51,
Pozo monitoreo 1,42277,0,4.98,
Pozo monitoreo 1,42279,0,4.22,
Pozo monitoreo 1,42281,0,4.48,
Pozo monitoreo 1,42286,0,4.32,
Pozo monitoreo 1,42289,0,4.85,
Pozo monitoreo 1,42293,0,5,
Pozo monitoreo 1,42295,0,4.97,
Pozo monitoreo 1,42298,0,4.8,
Pozo monitoreo 1,42301,0,4.82,
Pozo monitoreo 1,42303,0,4.78,
Pozo monitoreo 1,42306,0,4.72,
Pozo monitoreo 1,42307,0,4.71,
Pozo monitoreo 1,42308,0,4.71,
Pozo monitoreo 1,42310,0,4.65,
Pozo monitoreo 1,42313,0,4.54,
Pozo monitoreo 1,42315,0,4.38,
Pozo monitoreo 1,42316,0,4.39,
Pozo monitoreo 1,42318,0,4.46,
Pozo monitoreo 1,42319,0,4.43,
Pozo monitoreo 1,42320,0,4.42,
Pozo monitoreo 1,42323,0,4.36,
Pozo monitoreo 1,42327,0,4.21,
Pozo monitoreo 1,42329,0,4.24,
Pozo monitoreo 1,42332,0,4.28,
Pozo monitoreo 1,42334,0,4.11,
Pozo monitoreo 1,42340,0,4.25,
Pozo monitoreo 1,42346,0,4.11,
Pozo monitoreo 1,42351,0,3.79,
Pozo monitoreo 1,42354,0,3.8,
Pozo monitoreo 1,42356,0,3.76,
Pozo monitoreo 1,42359,0,3.72,
Pozo monitoreo 1,42365,0,3.67,
Pozo monitoreo 1,42370,0,3.79,
Pozo monitoreo 1,42373,0,3.7,
Pozo monitoreo 1,42384,0,3.51,
Pozo monitoreo 1,42386,0,3.49,
Pozo monitoreo 1,42388,0,3.52,
Pozo monitoreo 1,42390,0,3.55,
Pozo monitoreo 1,42393,0,3.6,
Pozo monitoreo 1,42396,0,3.62,
Pozo monitoreo 1,42401,0,3.6,
Pozo monitoreo 1,42405,0,3.55,
Pozo monitoreo 1,42408,0,3.42,
Pozo monitoreo 1,42411,0,3.36,
Pozo monitoreo 1,42415,0,3.32,
Pozo monitoreo 1,42417,0,3.3,
Pozo monitoreo 1,42421,0,3.25,
Pozo monitoreo 1,42424,0,3.26,
Pozo monitoreo 1,42427,0,3.24,
Pozo monitoreo 1,42430,0,3.25,
Pozo monitoreo 1,42433,0,3.25,
Pozo monitoreo 1,42436,0,3.23,
Pozo monitoreo 1,42438,0,3.14,
Pozo monitoreo 1,42467,0.99,2.99,
Pozo monitoreo 1,42503,0.99,6.29,
Pozo monitoreo 2,42081,0,,seco
Pozo monitoreo 2,42089,0,,seco
Pozo monitoreo 2,42094,0,,seco
Pozo monitoreo 2,42096,0,,seco
Pozo monitoreo 2,42100,0,,seco
Pozo monitoreo 2,42103,0,,seco
Pozo monitoreo 2,42107,0,,seco
Pozo monitoreo 2,42114,0,,seco
Pozo monitoreo 2,42117,0,,seco
Pozo monitoreo 2,42121,0,,seco
Pozo monitoreo 2,42122,0,,seco
Pozo monitoreo 2,42123,0,,seco
Pozo monitoreo 2,42124,0,,seco
Pozo monitoreo 2,42128,0,,seco
Pozo monitoreo 2,42129,0,,seco
Pozo monitoreo 2,42130,0,,seco
Pozo monitoreo 2,42131,0,,seco
Pozo monitoreo 2,42135,0,,seco
Pozo monitoreo 2,42137,0,,seco
Pozo monitoreo 2,42139,0,,seco
Pozo monitoreo 2,42142,0,,seco
Pozo monitoreo 2,42144,0,,seco
Pozo monitoreo 2,42146,0,,seco
Pozo monitoreo 2,42149,0,,seco
Pozo monitoreo 2,42151,0,,seco
Pozo monitoreo 2,42154,0,,seco
Pozo monitoreo 2,42156,0,,seco
Pozo monitoreo 2,42158,0,,seco
Pozo monitoreo 2,42160,0,,seco
Pozo monitoreo 2,42162,0,,seco
Pozo monitoreo 2,42164,0,,seco
Pozo monitoreo 2,42165,0,,seco
Pozo monitoreo 2,42170,0,,seco
Pozo monitoreo 2,42172,0,,seco
Pozo monitoreo 2,42175,0,,seco
Pozo monitoreo 2,42177,0,,seco
Pozo monitoreo 2,42179,0,,seco
Pozo monitoreo 2,42181,0,,seco
Pozo monitoreo 2,42185,0,,seco
Pozo monitoreo 2,42186,0,,seco
Pozo monitoreo 2,42187,0,,seco
Pozo monitoreo 2,42191,0,,seco
Pozo monitoreo 2,42193,0,,seco
Pozo monitoreo 2,42198,0,,seco
Pozo monitoreo 2,42200,0,,seco
Pozo monitoreo 2,42202,0,67.45,
Pozo monitoreo 2,42204,0,67.39,
Pozo monitoreo 2,42205,0,67.36,
Pozo monitoreo 2,42207,0,67.29,
Pozo monitoreo 2,42212,0,67.11,
Pozo monitoreo 2,42214,0,67.06,
Pozo monitoreo 2,42216,0,66.99,
Pozo monitoreo 2,42219,0,66.91,
Pozo monitoreo 2,42221,0,66.84,
Pozo monitoreo 2,42226,0,66.63,
Pozo monitoreo 2,42228,0,66.61,
Pozo monitoreo 2,42247,0,59.3,
Pozo monitoreo 2,42248,0,60.12,
Pozo monitoreo 2,42249,0,63.05,
Pozo monitoreo 2,42254,0,64.86,
Pozo monitoreo 2,42256,0,66.7,
Pozo monitoreo 2,42258,0,66.89,
Pozo monitoreo 2,42268,0,61.83,
Pozo monitoreo 2,42271,0,66.21,
Pozo monitoreo 2,42272,0,66.28,
Pozo monitoreo 2,42275,0,66.43,
Pozo monitoreo 2,42277,0,65,
Pozo monitoreo 2,42279,0,65,
Pozo monitoreo 2,42281,0,64.96,
Pozo monitoreo 2,42286,0,64.81,
Pozo monitoreo 2,42289,0,65.57,
Pozo monitoreo 2,42293,0,65.35,
Pozo monitoreo 2,42295,0,65.3,
Pozo monitoreo 2,42298,0,65.3,
Pozo monitoreo 2,42301,0,65.93,
Pozo monitoreo 2,42303,0,65.33,
Pozo monitoreo 2,42306,0,64.95,
Pozo monitoreo 2,42307,0,64.95,
Pozo monitoreo 2,42308,0,64.95,
Pozo monitoreo 2,42310,0,64.8,
Pozo monitoreo 2,42313,0,64.8,
Pozo monitoreo 2,42315,0,64.68,
Pozo monitoreo 2,42316,0,64.7,
Pozo monitoreo 2,42318,0,64.65,
Pozo monitoreo 2,42319,0,64.63,
Pozo monitoreo 2,42320,0,64.58,
Pozo monitoreo 2,42323,0,64.55,
Pozo monitoreo 2,42327,0,64.33,
Pozo monitoreo 2,42329,0,64.65,
Pozo monitoreo 2,42332,0,64.67,
Pozo monitoreo 2,42334,0,61.85,
Pozo monitoreo 2,42340,0,63.99,
Pozo monitoreo 2,42346,0,63.79,
Pozo monitoreo 2,42351,0,63.7,
Pozo monitoreo 2,42354,0,63.48,
Pozo monitoreo 2,42356,0,63.49,
Pozo monitoreo 2,42359,0,63.47,
Pozo monitoreo 2,42365,0,63.36,
Pozo monitoreo 2,42370,0,63.19,
Pozo monitoreo 2,42373,0,63.08,
Pozo monitoreo 2,42384,0,62.95,
Pozo monitoreo 2,42386,0,62.71,
Pozo monitoreo 2,42388,0,62.85,
Pozo monitoreo 2,42390,0,62.92,
Pozo monitoreo 2,42393,0,62.92,
Pozo monitoreo 2,42396,0,63.02,
Pozo monitoreo 2,42401,0,62.78,
Pozo monitoreo 2,42405,0,62.55,
Pozo monitoreo 2,42408,0,62.33,
Pozo monitoreo 2,42411,0,62.25,
Pozo monitoreo 2,42415,0,62.05,
Pozo monitoreo 2,42417,0,61.92,
Pozo monitoreo 2,42421,0,61.8,
Pozo monitoreo 2,42424,0,61.83,
Pozo monitoreo 2,42427,0,61.84,
Pozo monitoreo 2,42430,0,61.82,
Pozo monitoreo 2,42433,0,61.83,
Pozo monitoreo 2,42436,0,61.8,
Pozo monitoreo 2,42438,0,61.8,
Pozo monitoreo 2,42467,1.02,64.23,
Pozo monitoreo 2,42503,1.02,63.3,
Casagrande Muro 3 Sur,42081,0,15.03,
Casagrande Muro 3 Sur,42089,0,14.81,
Casagrande Muro 3 Sur,42094,0,14.68,
Casagrande Muro 3 Sur,42096,0,14.64,
Casagrande Muro 3 Sur,42100,0,14.49,
Casagrande Muro 3 Sur,42103,0,14.45,
Casagrande Muro 3 Sur,42107,0,14.38,
Casagrande Muro 3 Sur,42114,0,14.16,
Casagrande Muro 3 Sur,42117,0,14.1,
Casagrande Muro 3 Sur,42121,0,13.96,
Casagrande Muro 3 Sur,42122,0,13.77,
Casagrande Muro 3 Sur,42123,0,13.65,
Casagrande Muro 3 Sur,42124,0,13.51,
Casagrande Muro 3 Sur,42128,0,13.16,
Casagrande Muro 3 Sur,42129,0,13.11,
Casagrande Muro 3 Sur,42130,0,13.05,
Casagrande Muro 3 Sur,42131,0,13.02,
Casagrande Muro 3 Sur,42135,0,12.86,
Casagrande Muro 3 Sur,42137,0,12.82,
Casagrande Muro 3 Sur,42139,0,12.79,
Casagrande Muro 3 Sur,42142,0,12.66,
Casagrande Muro 3 Sur,42144,0,12.07,
Casagrande Muro 3 Sur,42146,0,12.57,
Casagrande Muro 3 Sur,42149,0,12.41,
Casagrande Muro 3 Sur,42151,0,12.31,
Casagrande Muro 3 Sur,42154,0,12.28,
Casagrande Muro 3 Sur,42156,0,12.2,
Casagrande Muro 3 Sur,42158,0,12.09,
Casagrande Muro 3 Sur,42160,0,12.33,
Casagrande Muro 3 Sur,42162,0,11.99,
Casagrande Muro 3 Sur,42164,0,11.9,
Casagrande Muro 3 Sur,42165,0,11.86,
Casagrande Muro 3 Sur,42170,0,11.64,
Casagrande Muro 3 Sur,42172,0,11.61,
Casagrande Muro 3 Sur,42175,0,11.64,
Casagrande Muro 3 Sur,42177,0,11.54,
Casagrande Muro 3 Sur,42179,0,11.53,
Casagrande Muro 3 Sur,42181,0,11.48,
Casagrande Muro 3 Sur,42185,0,11.48,
Casagrande Muro 3 Sur,42186,0,11.5,
Casagrande Muro 3 Sur,42187,0,11.49,
Casagrande Muro 3 Sur,42191,0,11.54,
Casagrande Muro 3 Sur,42193,0,11.57,
Casagrande Muro 3 Sur,42198,0,11.67,
Casagrande Muro 3 Sur,42200,0,11.71,
Casagrande Muro 3 Sur,42202,0,11.8,
Casagrande Muro 3 Sur,42204,0,11.83,
Casagrande Muro 3 Sur,42205,0,11.77,
Casagrande Muro 3 Sur,42207,0,11.84,
Casagrande Muro 3 Sur,42212,0,11.97,
Casagrande Muro 3 Sur,42214,0,12.02,
Casagrande Muro 3 Sur,42216,0,12.06,
Casagrande Muro 3 Sur,42219,0,12.09,
Casagrande Muro 3 Sur,42221,0,12.05,
Casagrande Muro 3 Sur,42226,0,12.27,
Casagrande Muro 3 Sur,42228,0,12.32,
Casagrande Muro 3 Sur,42247,0,12.23,
Casagrande Muro 3 Sur,42248,0,12.65,
Casagrande Muro 3 Sur,42249,0,12.77,
Casagrande Muro 3 Sur,42254,0,12.85,
Casagrande Muro 3 Sur,42256,0,12.9,
Casagrande Muro 3 Sur,42258,0,13.19,
Casagrande Muro 3 Sur,42268,0,13.36,
Casagrande Muro 3 Sur,42271,0,13.38,
Casagrande Muro 3 Sur,42272,0,13.29,
Casagrande Muro 3 Sur,42275,0,13.26,
Casagrande Muro 3 Sur,42277,0,13.25,
Casagrande Muro 3 Sur,42279,0,13.28,
Casagrande Muro 3 Sur,42281,0,13.65,
Casagrande Muro 3 Sur,42286,0,13.5,
Casagrande Muro 3 Sur,42289,0,13.58,
Casagrande Muro 3 Sur,42293,0,13.5,
Casagrande Muro 3 Sur,42295,0,13.28,
Casagrande Muro 3 Sur,42298,0,13.26,
Casagrande Muro 3 Sur,42301,0,13.25,
Casagrande Muro 3 Sur,42303,0,13.25,
Casagrande Muro 3 Sur,42306,0,13.37,
Casagrande Muro 3 Sur,42307,0,13.4,
Casagrande Muro 3 Sur,42308,0,13.45,
Casagrande Muro 3 Sur,42310,0,13.56,
Casagrande Muro 3 Sur,42313,0,13.66,
Casagrande Muro 3 Sur,42315,0,13.5,
Casagrande Muro 3 Sur,42316,0,13.6,
Casagrande Muro 3 Sur,42318,0,13.5,
Casagrande Muro 3 Sur,42319,0,13.4,
Casagrande Muro 3 Sur,42320,0,13.27,
Casagrande Muro 3 Sur,42323,0,13.33,
Casagrande Muro 3 Sur,42327,0,13.34,
Casagrande Muro 3 Sur,42329,0,13.36,
Casagrande Muro 3 Sur,42332,0,13.4,
Casagrande Muro 3 Sur,42334,0,13.45,
Casagrande Muro 3 Sur,42340,0,13.47,
Casagrande Muro 3 Sur,42346,0,13.6,
Casagrande Muro 3 Sur,42351,0,13.57,
Casagrande Muro 3 Sur,42354,0,13.59,
Casagrande Muro 3 Sur,42356,0,13.65,
Casagrande Muro 3 Sur,42359,0,13.5,
Casagrande Muro 3 Sur,42365,0,13.5,
Casagrande Muro 3 Sur,42370,0,13.4,
Casagrande Muro 3 Sur,42373,0,13.35,
Casagrande Muro 3 Sur,42384,0,13.37,
Casagrande Muro 3 Sur,42386,0,13.3,
Casagrande Muro 3 Sur,42388,0,13.37,
Casagrande Muro 3 Sur,42390,0,13.4,
Casagrande Muro 3 Sur,42393,0,13.42,
Casagrande Muro 3 Sur,42396,0,13.46,
Casagrande Muro 3 Sur,42401,0,13.4,
Casagrande Muro 3 Sur,42405,0,13.44,
Casagrande Muro 3 Sur,42408,0,13.53,
Casagrande Muro 3 Sur,42411,0,13.59,
Casagrande Muro 3 Sur,42415,0,13.66,
Casagrande Muro 3 Sur,42417,0,13.77,
Casagrande Muro 3 Sur,42421,0,13.8,
Casagrande Muro 3 Sur,42424,0,13.82,
Casagrande Muro 3 Sur,42427,0,13.82,
Casagrande Muro 3 Sur,42430,0,13.82,
Casagrande Muro 3 Sur,42433,0,13.82,
Casagrande Muro 3 Sur,42436,0,13.8,
Casagrande Muro 3 Sur,42438,0,13.88,
Casagrande Muro 3 Sur,42467,0.18,12.42,
Casagrande Muro 3 Sur,42503,0.18,13.08,
Casagrande Muro 4 Noroeste,42081,0,,seco
Casagrande Muro 4 Noroeste,42089,0,,seco
Casagrande Muro 4 Noroeste,42094,0,,seco
Casagrande Muro 4 Noroeste,42096,0,,seco
Casagrande Muro 4 Noroeste,42100,0,,seco
Casagrande Muro 4 Noroeste,42103,0,,seco
Casagrande Muro 4 Noroeste,42107,0,,seco
Casagrande Muro 4 Noroeste,42114,0,,seco
Casagrande Muro 4 Noroeste,42117,0,,seco
Casagrande Muro 4 Noroeste,42121,0,,seco
Casagrande Muro 4 Noroeste,42122,0,,seco
Casagrande Muro 4 Noroeste,42123,0,,seco
Casagrande Muro 4 Noroeste,42124,0,,seco
Casagrande Muro 4 Noroeste,42128,0,,seco
Casagrande Muro 4 Noroeste,42129,0,,seco
Casagrande Muro 4 Noroeste,42130,0,,seco
Casagrande Muro 4 Noroeste,42131,0,22.2,
Casagrande Muro 4 Noroeste,42135,0,,seco
Casagrande Muro 4 Noroeste,42137,0,,seco
Casagrande Muro 4 Noroeste,42139,0,,seco
Casagrande Muro 4 Noroeste,42142,0,,seco
Casagrande Muro 4 Noroeste,42144,0,,seco
Casagrande Muro 4 Noroeste,42146,0,,seco
Casagrande Muro 4 Noroeste,42149,0,,seco
Casagrande Muro 4 Noroeste,42151,0,22.37,
Casagrande Muro 4 Noroeste,42154,0,22.47,
Casagrande Muro 4 Noroeste,42156,0,22.45,
Casagrande Muro 4 Noroeste,42158,0,22.45,
Casagrande Muro 4 Noroeste,42160,0,22.42,
Casagrande Muro 4 Noroeste,42162,0,22.35,
Casagrande Muro 4 Noroeste,42164,0,22.4,
Casagrande Muro 4 Noroeste,42165,0,22.4,
Casagrande Muro 4 Noroeste,42170,0,22.4,
Casagrande Muro 4 Noroeste,42172,0,22.39,
Casagrande Muro 4 Noroeste,42175,0,22.43,
Casagrande Muro 4 Noroeste,42177,0,22.39,
Casagrande Muro 4 Noroeste,42179,0,22.39,
Casagrande Muro 4 Noroeste,42181,0,22.39,
Casagrande Muro 4 Noroeste,42185,0,22.4,
Casagrande Muro 4 Noroeste,42186,0,22.4,
Casagrande Muro 4 Noroeste,42187,0,22.4,
Casagrande Muro 4 Noroeste,42191,0,22.4,
Casagrande Muro 4 Noroeste,42193,0,22.44,
Casagrande Muro 4 Noroeste,42198,0,22.4,
Casagrande Muro 4 Noroeste,42200,0,22.39,
Casagrande Muro 4 Noroeste,42202,0,22.44,
Casagrande Muro 4 Noroeste,42204,0,22.43,
Casagrande Muro 4 Noroeste,42205,0,22.39,
Casagrande Muro 4 Noroeste,42207,0,22.39,
Casagrande Muro 4 Noroeste,42212,0,22.39,
Casagrande Muro 4 Noroeste,42214,0,22.39,
Casagrande Muro 4 Noroeste,42216,0,22.42,
Casagrande Muro 4 Noroeste,42219,0,22.39,
Casagrande Muro 4 Noroeste,42221,0,22.4,
Casagrande Muro 4 Noroeste,42226,0,22.4,
Casagrande Muro 4 Noroeste,42228,0,22.4,
Casagrande Muro 4 Noroeste,42247,0,12.5,
Casagrande Muro 4 Noroeste,42248,0,22.3,
Casagrande Muro 4 Noroeste,42249,0,22.61,
Casagrande Muro 4 Noroeste,42254,0,22.58,
Casagrande Muro 4 Noroeste,42256,0,22.6,
Casagrande Muro 4 Noroeste,42258,0,22.66,
Casagrande Muro 4 Noroeste,42268,0,22.64,
Casagrande Muro 4 Noroeste,42271,0,22.6,
Casagrande Muro 4 Noroeste,42272,0,22.54,
Casagrande Muro 4 Noroeste,42275,0,22.58,
Casagrande Muro 4 Noroeste,42277,0,22.59,
Casagrande Muro 4 Noroeste,42279,0,22.45,
Casagrande Muro 4 Noroeste,42281,0,22.41,
Casagrande Muro 4 Noroeste,42286,0,22.64,
Casagrande Muro 4 Noroeste,42289,0,22.64,
Casagrande Muro 4 Noroeste,42293,0,23,
Casagrande Muro 4 Noroeste,42295,0,22.64,
Casagrande Muro 4 Noroeste,42298,0,23.6,
Casagrande Muro 4 Noroeste,42301,0,22.61,
Casagrande Muro 4 Noroeste,42303,0,22.65,
Casagrande Muro 4 Noroeste,42306,0,22.64,
Casagrande Muro 4 Noroeste,42307,0,22.64,
Casagrande Muro 4 Noroeste,42308,0,22.64,
Casagrande Muro 4 Noroeste,42310,0,22.64,
Casagrande Muro 4 Noroeste,42313,0,22.68,
Casagrande Muro 4 Noroeste,42315,0,22.7,
Casagrande Muro 4 Noroeste,42316,0,23.7,
Casagrande Muro 4 Noroeste,42318,0,22.67,
Casagrande Muro 4 Noroeste,42319,0,22.64,
Casagrande Muro 4 Noroeste,42320,0,22.6,
Casagrande Muro 4 Noroeste,42323,0,22.64,
Casagrande Muro 4 Noroeste,42327,0,22.64,
Casagrande Muro 4 Noroeste,42329,0,22.66,
Casagrande Muro 4 Noroeste,42332,0,22.66,
Casagrande Muro 4 Noroeste,42334,0,22.64,
Casagrande Muro 4 Noroeste,42340,0,22.65,
Casagrande Muro 4 Noroeste,42346,0,22.68,
Casagrande Muro 4 Noroeste,42351,0,22.6,
Casagrande Muro 4 Noroeste,42354,0,23.71,
Casagrande Muro 4 Noroeste,42356,0,22.62,
Casagrande Muro 4 Noroeste,42359,0,22.61,
Casagrande Muro 4 Noroeste,42365,0,22.61,
Casagrande Muro 4 Noroeste,42370,0,22.64,
Casagrande Muro 4 Noroeste,42373,0,22.66,
Casagrande Muro 4 Noroeste,42384,0,22.64,
Casagrande Muro 4 Noroeste,42386,0,22.64,
Casagrande Muro 4 Noroeste,42388,0,22.64,
Casagrande Muro 4 Noroeste,42390,0,22.68,
Casagrande Muro 4 Noroeste,42393,0,22.68,
Casagrande Muro 4 Noroeste,42396,0,22.68,
Casagrande Muro 4 Noroeste,42401,0,22.67,
Casagrande Muro 4 Noroeste,42405,0,22.68,
Casagrande Muro 4 Noroeste,42408,0,22.7,
Casagrande Muro 4 Noroeste,42411,0,22.69,
Casagrande Muro 4 Noroeste,42415,0,22.67,
Casagrande Muro 4 Noroeste,42417,0,22.66,
Casagrande Muro 4 Noroeste,42421,0,22.67,
Casagrande Muro 4 Noroeste,42424,0,22.65,
Casagrande Muro 4 Noroeste,42427,0,22.63,
Casagrande Muro 4 Noroeste,42430,0,22.64,
Casagrande Muro 4 Noroeste,42433,0,22.64,
Casagrande Muro 4 Noroeste,42436,0,22.63,
Casagrande Muro 4 Noroeste,42438,0,22.63,
Casagrande Muro 4 Noroeste,42467,0.22,22.74,
Casagrande Muro 4 Noroeste,42503,0.22,22.73,
Casagrande Muro 4 Sureste,42081,0,26.02,
Casagrande Muro 4 Sureste,42089,0,25.88,
Casagrande Muro 4 Sureste,42094,0,25.76,
Casagrande Muro 4 Sureste,42096,0,25.72,
Casagrande Muro 4 Sureste,42100,0,25.63,
Casagrande Muro 4 Sureste,42103,0,25.56,
Casagrande Muro 4 Sureste,42107,0,25.47,
Casagrande Muro 4 Sureste,42114,0,25.31,
Casagrande Muro 4 Sureste,42117,0,25.27,
Casagrande Muro 4 Sureste,42121,0,25.19,
Casagrande Muro 4 Sureste,42122,0,25.18,
Casagrande Muro 4 Sureste,42123,0,25.2,
Casagrande Muro 4 Sureste,42124,0,25.17,
Casagrande Muro 4 Sureste,42128,0,25.07,
Casagrande Muro 4 Sureste,42129,0,25.04,
Casagrande Muro 4 Sureste,42130,0,24.99,
Casagrande Muro 4 Sureste,42131,0,24.95,
Casagrande Muro 4 Sureste,42135,0,24.8,
Casagrande Muro 4 Sureste,42137,0,24.78,
Casagrande Muro 4 Sureste,42139,0,24.78,
Casagrande Muro 4 Sureste,42142,0,24.72,
Casagrande Muro 4 Sureste,42144,0,24.66,
Casagrande Muro 4 Sureste,42146,0,24.58,
Casagrande Muro 4 Sureste,42149,0,24.5,
Casagrande Muro 4 Sureste,42151,0,24.43,
Casagrande Muro 4 Sureste,42154,0,24.39,
Casagrande Muro 4 Sureste,42156,0,24.33,
Casagrande Muro 4 Sureste,42158,0,24.21,
Casagrande Muro 4 Sureste,42160,0,24.16,
Casagrande Muro 4 Sureste,42162,0,24.12,
Casagrande Muro 4 Sureste,42164,0,24.06,
Casagrande Muro 4 Sureste,42165,0,24.06,
Casagrande Muro 4 Sureste,42170,0,23.92,
Casagrande Muro 4 Sureste,42172,0,23.9,
Casagrande Muro 4 Sureste,42175,0,23.84,
Casagrande Muro 4 Sureste,42177,0,23.77,
Casagrande Muro 4 Sureste,42179,0,23.77,
Casagrande Muro 4 Sureste,42181,0,23.7,
Casagrande Muro 4 Sureste,42185,0,23.66,
Casagrande Muro 4 Sureste,42186,0,23.69,
Casagrande Muro 4 Sureste,42187,0,23.72,
Casagrande Muro 4 Sureste,42191,0,23.88,
Casagrande Muro 4 Sureste,42193,0,23.86,
Casagrande Muro 4 Sureste,42198,0,23.89,
Casagrande Muro 4 Sureste,42200,0,23.89,
Casagrande Muro 4 Sureste,42202,0,23.93,
Casagrande Muro 4 Sureste,42204,0,23.87,
Casagrande Muro 4 Sureste,42205,0,23.82,
Casagrande Muro 4 Sureste,42207,0,23.77,
Casagrande Muro 4 Sureste,42212,0,23.79,
Casagrande Muro 4 Sureste,42214,0,23.75,
Casagrande Muro 4 Sureste,42216,0,23.85,
Casagrande Muro 4 Sureste,42219,0,23.8,
Casagrande Muro 4 Sureste,42221,0,23.84,
Casagrande Muro 4 Sureste,42226,0,23.93,
Casagrande Muro 4 Sureste,42228,0,23.9,
Casagrande Muro 4 Sureste,42247,0,24.2,
Casagrande Muro 4 Sureste,42248,0,24.1,
Casagrande Muro 4 Sureste,42249,0,24.17,
Casagrande Muro 4 Sureste,42254,0,24.12,
Casagrande Muro 4 Sureste,42256,0,24.16,
Casagrande Muro 4 Sureste,42258,0,24.19,
Casagrande Muro 4 Sureste,42268,0,24.15,
Casagrande Muro 4 Sureste,42271,0,24.1,
Casagrande Muro 4 Sureste,42272,0,24.2,
Casagrande Muro 4 Sureste,42275,0,24,
Casagrande Muro 4 Sureste,42277,0,23.9,
